epoch,acc,loss,lr,val_acc,val_loss,val_macc,val_sensitivity,val_specificity
0,0.84829594808950004,0.30583712198215196,0.000588333350606,0.76825828027132348,0.49388641371845066,0.763157894737,0.619883040936,0.906432748538
1,0.88125287415357445,0.25808903237038716,0.000669105676934,0.83585832205801192,0.42941991331410151,0.856725146199,0.812865497076,0.900584795322
2,0.89281334628374687,0.23657649758066632,0.00069104344584,0.82990283152611444,0.41828662267910527,0.87134502924,0.812865497076,0.929824561404
3,0.89967298554592046,0.22440402696667583,0.000697353039868,0.8519485947630171,0.38686726139625804,0.883040935673,0.830409356725,0.93567251462
4,0.90359460426140714,0.21794627363680819,0.000699190422893,0.86281475296165988,0.36358147893825327,0.883040935673,0.87134502924,0.894736842105
5,0.9050763885401466,0.21161975459373697,0.000699723314028,0.84191829491129944,0.38626773884747051,0.862573099415,0.836257309942,0.888888888889
6,0.90746512697662896,0.20748730297882539,0.000699873780832,0.85320238226472167,0.37596717194421775,0.880116959064,0.853801169591,0.906432748538
7,0.90982831741450154,0.20407821845249347,0.000699912023265,0.85497858119900227,0.36775134750922611,0.885964912281,0.824561403509,0.947368421053
8,0.91162945173981913,0.20144840188190827,0.000699917145539,0.85142618333044107,0.35882059827940477,0.868421052632,0.842105263158,0.894736842105
9,0.9125747279167955,0.19818430388414174,0.000699912605342,0.83544039290323235,0.38898166472629597,0.853801169591,0.801169590643,0.906432748538
10,0.91484850033212406,0.19511585692947372,0.000699905212969,0.85236652391156909,0.36764844482302006,0.862573099415,0.836257309942,0.888888888889
11,0.91618977058196338,0.19156351026236496,0.000699897005688,0.86365061127744669,0.34047803868757698,0.883040935673,0.859649122807,0.906432748538
12,0.91755658883650348,0.18989828088778624,0.00069988850737,0.86960610180934417,0.34277235660766214,0.883040935673,0.906432748538,0.859649122807
13,0.91870624904194986,0.18763499518691851,0.000699880009051,0.83700762724455413,0.38325690214424196,0.859649122807,0.830409356725,0.888888888889
14,0.92002197128404273,0.18566924311891811,0.000699871510733,0.86521784564990656,0.32945299861623184,0.885964912281,0.888888888889,0.883040935673
15,0.92017525931529331,0.18464692228087176,0.000699862895999,0.8548740988900676,0.35507921291149941,0.874269005848,0.859649122807,0.888888888889
16,0.92133769352918116,0.18232867101748057,0.000699854339473,0.85926235506818804,0.34465603094628555,0.888888888889,0.836257309942,0.941520467836
17,0.92329211588574933,0.18021536865199533,0.000699845782947,0.85508306347679885,0.35513019178145583,0.885964912281,0.830409356725,0.941520467836
18,0.92281947779878393,0.17979115525538569,0.000699837226421,0.85267997079477975,0.37317539772236563,0.880116959064,0.812865497076,0.947368421053
19,0.92353482193040726,0.17891929768150364,0.000699828611687,0.85894890820366032,0.36147416706008478,0.880116959064,0.859649122807,0.900584795322
20,0.92391804200091976,0.1783759406836834,0.000699820113368,0.82938042004371737,0.43161390080819145,0.862573099415,0.789473684211,0.93567251462
21,0.92505492821315238,0.17598317770251135,0.000699811498635,0.84944101979074627,0.37073492314446599,0.877192982456,0.859649122807,0.894736842105
22,0.92580859435182694,0.17386758607827882,0.000699802942108,0.85570995720585441,0.36991408901981343,0.888888888889,0.847953216374,0.929824561404
23,0.92492718819269371,0.17532165699149851,0.000699794385582,0.84327656465966228,0.36698710279471697,0.888888888889,0.87134502924,0.906432748538
24,0.92711154259461492,0.1726021645982303,0.000699785829056,0.86594922164430344,0.35145033519976243,0.883040935673,0.87134502924,0.894736842105
25,0.92822288079301007,0.17138888339282823,0.00069977727253,0.86678507997877308,0.33496324235824265,0.888888888889,0.877192982456,0.900584795322
26,0.92736702263857773,0.17126641868532336,0.000699768716004,0.86950161954400285,0.34760792356787423,0.880116959064,0.900584795322,0.859649122807
27,0.92731592662613049,0.17060908778971226,0.000699760159478,0.85988924885329232,0.35539585569911014,0.880116959064,0.87134502924,0.888888888889
28,0.92691993255326754,0.1711999418158858,0.000699751544744,0.85111273642854746,0.38337175273905227,0.877192982456,0.836257309942,0.918128654971
29,0.9279929487507026,0.1688755695394451,0.000699743046425,0.83230592418945071,0.42588500474740093,0.859649122807,0.818713450292,0.900584795322
30,0.92914260896833112,0.16823405321286017,0.000699734431691,0.85194859476924478,0.36087118497575887,0.888888888889,0.853801169591,0.923976608187
31,0.92935976700219713,0.16779096294420021,0.000699725875165,0.84745585627596198,0.37947887061731084,0.880116959064,0.87134502924,0.888888888889
32,0.9302028511573246,0.16587457962147234,0.000699717376847,0.86720300913355264,0.35885165936769259,0.888888888889,0.877192982456,0.900584795322
33,0.92878493689947395,0.16730114270712979,0.000699708762113,0.84870964375898361,0.39034852682890259,0.862573099415,0.842105263158,0.883040935673
