file_name	label
train_a0001.wav	1
train_a0002.wav	1
train_a0003.wav	1
train_a0004.wav	1
train_a0005.wav	1
train_a0006.wav	1
train_a0007.wav	0
train_a0008.wav	1
train_a0009.wav	0
train_a0010.wav	1
train_a0011.wav	0
train_a0012.wav	0
train_a0013.wav	1
train_a0014.wav	1
train_a0015.wav	1
train_a0016.wav	0
train_a0017.wav	1
train_a0018.wav	1
train_a0019.wav	0
train_a0020.wav	1
train_a0021.wav	1
train_a0022.wav	1
train_a0023.wav	1
train_a0024.wav	1
train_a0025.wav	0
train_a0026.wav	1
train_a0027.wav	0
train_a0028.wav	0
train_a0029.wav	0
train_a0030.wav	1
train_a0031.wav	1
train_a0032.wav	0
train_a0033.wav	1
train_a0034.wav	1
train_a0035.wav	0
train_a0036.wav	1
train_a0037.wav	1
train_a0038.wav	0
train_a0039.wav	1
train_a0040.wav	1
train_a0041.wav	1
train_a0042.wav	1
train_a0043.wav	1
train_a0044.wav	1
train_a0045.wav	1
train_a0046.wav	1
train_a0047.wav	1
train_a0048.wav	1
train_a0049.wav	0
train_a0050.wav	0
train_a0051.wav	1
train_a0052.wav	1
train_a0053.wav	0
train_a0054.wav	1
train_a0055.wav	0
train_a0056.wav	1
train_a0057.wav	1
train_a0058.wav	1
train_a0059.wav	1
train_a0060.wav	1
train_a0061.wav	1
train_a0062.wav	1
train_a0063.wav	1
train_a0064.wav	1
train_a0065.wav	1
train_a0066.wav	1
train_a0067.wav	1
train_a0068.wav	0
train_a0069.wav	0
train_a0070.wav	0
train_a0071.wav	0
train_a0072.wav	1
train_a0073.wav	1
train_a0074.wav	1
train_a0075.wav	1
train_a0076.wav	1
train_a0077.wav	1
train_a0078.wav	1
train_a0079.wav	1
train_a0080.wav	0
train_a0081.wav	0
train_a0082.wav	1
train_a0083.wav	1
train_a0084.wav	1
train_a0085.wav	0
train_a0086.wav	0
train_a0087.wav	1
train_a0088.wav	0
train_a0089.wav	1
train_a0090.wav	1
train_a0091.wav	0
train_a0092.wav	1
train_a0093.wav	0
train_a0094.wav	0
train_a0095.wav	1
train_a0096.wav	1
train_a0097.wav	1
train_a0098.wav	1
train_a0099.wav	1
train_a0100.wav	1
train_a0101.wav	1
train_a0102.wav	0
train_a0103.wav	1
train_a0104.wav	1
train_a0105.wav	0
train_a0106.wav	0
train_a0107.wav	1
train_a0108.wav	0
train_a0109.wav	0
train_a0110.wav	1
train_a0111.wav	1
train_a0112.wav	1
train_a0113.wav	1
train_a0114.wav	1
train_a0115.wav	1
train_a0116.wav	1
train_a0117.wav	1
train_a0118.wav	0
train_a0119.wav	1
train_a0120.wav	1
train_a0121.wav	1
train_a0122.wav	1
train_a0123.wav	1
train_a0124.wav	1
train_a0125.wav	0
train_a0126.wav	1
train_a0127.wav	0
train_a0128.wav	1
train_a0129.wav	0
train_a0130.wav	1
train_a0131.wav	1
train_a0132.wav	1
train_a0133.wav	1
train_a0134.wav	1
train_a0135.wav	1
train_a0136.wav	0
train_a0137.wav	1
train_a0138.wav	1
train_a0139.wav	0
train_a0140.wav	0
train_a0141.wav	0
train_a0142.wav	1
train_a0143.wav	1
train_a0144.wav	1
train_a0145.wav	1
train_a0146.wav	1
train_a0147.wav	1
train_a0148.wav	1
train_a0149.wav	1
train_a0150.wav	1
train_a0151.wav	1
train_a0152.wav	1
train_a0153.wav	0
train_a0154.wav	0
train_a0155.wav	0
train_a0156.wav	1
train_a0157.wav	1
train_a0158.wav	1
train_a0159.wav	1
train_a0160.wav	1
train_a0161.wav	0
train_a0162.wav	1
train_a0163.wav	1
train_a0164.wav	1
train_a0165.wav	0
train_a0166.wav	1
train_a0167.wav	1
train_a0168.wav	1
train_a0169.wav	1
train_a0170.wav	1
train_a0171.wav	0
train_a0172.wav	1
train_a0173.wav	1
train_a0174.wav	1
train_a0175.wav	1
train_a0176.wav	1
train_a0177.wav	1
train_a0178.wav	0
train_a0179.wav	0
train_a0180.wav	1
train_a0181.wav	0
train_a0182.wav	1
train_a0183.wav	1
train_a0184.wav	0
train_a0185.wav	0
train_a0186.wav	1
train_a0187.wav	1
train_a0188.wav	1
train_a0189.wav	0
train_a0190.wav	1
train_a0191.wav	1
train_a0192.wav	1
train_a0193.wav	0
train_a0194.wav	1
train_a0195.wav	0
train_a0196.wav	0
train_a0197.wav	1
train_a0198.wav	1
train_a0199.wav	0
train_a0200.wav	1
train_a0201.wav	1
train_a0202.wav	1
train_a0203.wav	1
train_a0204.wav	0
train_a0205.wav	1
train_a0206.wav	1
train_a0207.wav	1
train_a0208.wav	0
train_a0209.wav	1
train_a0210.wav	0
train_a0211.wav	0
train_a0212.wav	0
train_a0213.wav	1
train_a0214.wav	1
train_a0215.wav	1
train_a0216.wav	1
train_a0217.wav	1
train_a0218.wav	1
train_a0219.wav	1
train_a0220.wav	1
train_a0221.wav	1
train_a0222.wav	1
train_a0223.wav	1
train_a0224.wav	1
train_a0225.wav	1
train_a0226.wav	1
train_a0227.wav	0
train_a0228.wav	1
train_a0229.wav	0
train_a0230.wav	1
train_a0231.wav	0
train_a0232.wav	1
train_a0233.wav	1
train_a0234.wav	1
train_a0235.wav	0
train_a0236.wav	1
train_a0237.wav	1
train_a0238.wav	0
train_a0239.wav	1
train_a0240.wav	1
train_a0241.wav	0
train_a0242.wav	1
train_a0243.wav	0
train_a0244.wav	1
train_a0245.wav	1
train_a0246.wav	1
train_a0247.wav	1
train_a0248.wav	1
train_a0249.wav	1
train_a0250.wav	0
train_a0251.wav	1
train_a0252.wav	1
train_a0253.wav	0
train_a0254.wav	1
train_a0255.wav	1
train_a0256.wav	1
train_a0257.wav	1
train_a0258.wav	1
train_a0259.wav	1
train_a0260.wav	1
train_a0261.wav	1
train_a0262.wav	1
train_a0263.wav	1
train_a0264.wav	0
train_a0265.wav	1
train_a0266.wav	0
train_a0267.wav	1
train_a0268.wav	1
train_a0269.wav	1
train_a0270.wav	0
train_a0271.wav	0
train_a0272.wav	1
train_a0273.wav	1
train_a0274.wav	0
train_a0275.wav	1
train_a0276.wav	1
train_a0277.wav	1
train_a0278.wav	1
train_a0279.wav	1
train_a0280.wav	1
train_a0281.wav	1
train_a0282.wav	1
train_a0283.wav	0
train_a0284.wav	1
train_a0285.wav	0
train_a0286.wav	1
train_a0287.wav	0
train_a0288.wav	1
train_a0289.wav	0
train_a0290.wav	0
train_a0291.wav	1
train_a0292.wav	1
